,mu_0,mu_1,mu_2,mu_3,mu_4,mu_5,mu_6,mu_7,mu_8,mu_9,alpha_0,alpha_1,alpha_2,alpha_3,alpha_4,alpha_5,alpha_6,alpha_7,alpha_8,alpha_9,homo_0,homo_1,homo_2,homo_3,homo_4,homo_5,homo_6,homo_7,homo_8,homo_9,lumo_0,lumo_1,lumo_2,lumo_3,lumo_4,lumo_5,lumo_6,lumo_7,lumo_8,lumo_9,gap_0,gap_1,gap_2,gap_3,gap_4,gap_5,gap_6,gap_7,gap_8,gap_9,zpve_0,zpve_1,zpve_2,zpve_3,zpve_4,zpve_5,zpve_6,zpve_7,zpve_8,zpve_9,cv_0,cv_1,cv_2,cv_3,cv_4,cv_5,cv_6,cv_7,cv_8,cv_9,u0_0,u0_1,u0_2,u0_3,u0_4,u0_5,u0_6,u0_7,u0_8,u0_9,u298_0,u298_1,u298_2,u298_3,u298_4,u298_5,u298_6,u298_7,u298_8,u298_9,h298_0,h298_1,h298_2,h298_3,h298_4,h298_5,h298_6,h298_7,h298_8,h298_9,g298_0,g298_1,g298_2,g298_3,g298_4,g298_5,g298_6,g298_7,g298_8,g298_9
1590369,209.44069999999996,484.70561999999995,24992.25952999999,27864.589130000004,1801.1900200000002,17.95205999999998,14.960050000000003,14.960049999999994,2.9920100000000005,5.984020000000008,456.24075,2951.0039999999995,11376.897000000003,1019.2612500000002,7561.947750000001,50574.772499999934,80288.66475000001,24180.759750000005,1281.3570000000002,77.65800000000002,1.0023390000000005,1.4649570000000005,0.03855149999999996,2.235987000000001,94.72103550000004,503.94520799999987,50.73377399999998,1.5035085000000006,55.01299050000002,3.276877499999999,0.30128600000000005,3.4647889999999992,13.587998599999997,72.5496688,98.18910740000001,152.0289155999999,102.34685420000002,114.24765120000002,0.09038580000000002,0.9038580000000002,16.243018999999997,71.57579520000003,150.23461179999998,307.285966,401.4422203999997,36.05417660000005,0.0,1.597673999999999,0.15976740000000023,1.6509297999999988,2.0244891000000003,12.5170025,22.356454900000003,32.5006691,80.30473430000006,119.77138739999985,86.13874590000012,35.24352529999996,10.492513400000014,1.7850333999999979,92.96699999999998,639.148125,4237.745749999996,1138.8457500000002,1626.9225000000001,11791.314499999991,26700.897125000003,19352.63050000002,5504.421124999995,650.7690000000007,23770.257297000007,0.0,0.0,0.0,0.0,1584.6838197999987,0.0,792.3419099000002,28524.30875640001,14618708.23765499,23786.145953130006,0.0,0.0,0.0,0.0,1585.7430635419987,0.0,792.8715317710003,28543.37514375601,14628479.76117494,23769.997483999996,0.0,0.0,0.0,0.0,1584.666498933334,0.0,792.3332494666665,28523.996980799995,14618548.452659998,23770.113987999994,0.0,0.0,0.0,0.0,1584.674265866668,0.0,792.3371329333331,28524.136785599992,14618620.10262001
1066081,127.69583999999998,383.08752000000004,460.7065599999999,1402.1504000000002,2085.6987200000003,628.4638399999997,5.007679999999999,7.511520000000001,42.56528,30.046080000000003,233.56341476862895,186.85073181490316,93.42536590745166,443.770488060395,2218.852440301977,6072.648783984352,3830.4400022055147,1938.5763425796204,1004.3226835051045,62.283577271634385,0.357942,0.5727072,0.0,0.0715884,8.94855,48.7517004,10.8098484,2.3982114,0.894855,1.1454144000000004,0.3673111000000001,0.6498580999999999,3.9274033000000013,11.188861199999998,22.773288199999996,16.218197800000013,2.3733947999999994,0.4520751999999999,0.028254700000000035,0.36731109999999956,1.4237752999999997,5.793292600000003,22.584021999999997,49.93032690000005,20.031045599999985,0.3927655999999997,0.0,0.1472870999999999,0.4418613000000007,0.6873397999999995,0.36314040000000003,0.48418720000000004,1.1045520500000001,4.327423100000001,5.189881550000005,6.808882499999988,8.246313250000016,3.1926093499999944,0.9986361000000019,0.544710599999999,41.48270000000001,100.74369999999996,17.778299999999994,32.59355000000003,370.3812500000003,1194.1091499999982,1958.5760500000017,1688.9385000000016,616.3143999999991,100.74370000000009,9429.2634684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14929.6671583,1599045.9298495,9435.563922551995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14939.64287737401,1600114.3818661084,9429.146244000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14929.481553000005,1599026.0505449984,9429.1840272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14929.5413764,1599032.457946
2115876,9.81036,30.832560000000008,35.036999999999985,25.927380000000007,25.226640000000003,28.029599999999988,15.416280000000013,12.613319999999995,5.605919999999998,2.8029600000000023,12.659333333333336,37.97799999999999,44.30766666666665,0.0,6.329666666666668,94.94499999999991,316.4833333333334,512.7030000000001,544.3513333333335,158.2416666666667,0.11313333333333342,0.3393999999999994,0.7919333333333339,1.7422533333333345,2.126906666666666,0.6787999999999996,0.04525333333333337,0.04525333333333331,0.2036399999999999,0.09050666666666668,0.01346,0.0673,0.0673,0.2019,0.43072,0.68646,0.88836,0.64608,0.48456,0.18844000000000002,0.036966666666666675,0.12938333333333327,0.11090000000000003,0.05545000000000001,0.1478666666666666,1.4601833333333347,1.3677666666666681,1.0905166666666646,0.4990500000000005,0.1478666666666666,0.06308470000000002,0.06308469999999997,0.04506050000000001,0.07209680000000002,0.23431459999999987,0.44159289999999973,0.18925410000000048,0.4235686999999998,0.5767743999999997,0.35147189999999984,4.976933333333335,32.35006666666668,0.0,0.0,14.930800000000005,82.11940000000003,126.91180000000004,291.1506000000001,121.93486666666671,4.976933333333335,1221.5317303333322,2981.9745181666735,4059.796633166663,1005.967307333334,0.0,0.0,0.0,215.56442300000015,251.4918268333335,71.8548076666666,1221.5045428000014,2981.908148599994,4059.7062746000047,1005.9449175999996,0.0,0.0,0.0,215.5596251999999,251.4862293999999,71.85320840000009,1221.502403066665,2981.9029251333386,4059.6991631333276,1005.9431554666685,0.0,0.0,0.0,215.55924760000005,251.48578886666672,71.85308253333335,1221.6329166000016,2982.2215316999946,4060.1329287000053,1006.0506371999998,0.0,0.0,0.0,215.58227939999995,251.51265929999994,71.86075979999998
4211809,0.49241,1.47723,0.49241,0.49241,1.96964,0.98482,0.0,1.47723,0.9848199999999991,0.9848200000000009,5.445999999999998,0.0,0.0,0.0,5.445999999999998,5.445999999999998,16.337999999999994,54.45999999999998,5.445999999999998,10.891999999999996,0.05768799999999996,0.028844000000000036,0.07210999999999995,0.05768800000000007,0.04326599999999997,0.0,0.0,0.0,0.0,0.014422000000000018,0.017492000000000008,0.0,0.008746000000000004,0.008746000000000004,0.034984000000000015,0.0,0.02623799999999997,0.02623800000000001,0.017492000000000008,0.02623799999999997,0.012532999999999996,0.0,0.0,0.025066000000000033,0.0,0.012532999999999989,0.0,0.012532999999999989,0.0,0.17546199999999984,0.008840700000000003,0.0,0.0,0.0,0.017681400000000014,0.0,0.017681400000000014,0.05304419999999996,0.0,0.07072559999999994,2.074350000000001,0.0,0.0,0.0,2.0743500000000026,2.0743499999999955,4.148700000000005,20.743500000000026,6.223049999999986,2.0743500000000026,54.99297554999998,0.0,0.0,0.0,0.0,384.9508288499999,549.929755500001,0.0,0.0,54.99297554999998,54.99233585000002,0.0,0.0,0.0,0.0,384.9463509499993,549.9233585000002,0.0,0.0,54.99233585000002,54.99228859999994,0.0,0.0,0.0,0.0,384.94602020000036,549.9228859999994,0.0,0.0,54.99228859999994,54.99496810000005,0.0,0.0,0.0,0.0,384.96477670000036,549.9496810000005,0.0,0.0,54.99496810000005
4213028,0.9593399999999999,13.430759999999998,51.80435999999998,58.519740000000006,55.64172000000001,36.45491999999999,23.983499999999978,15.349440000000016,6.715379999999994,2.878020000000003,13.946811932601733,34.86702983150437,55.78724773040693,0.0,34.86702983150433,230.1223968879286,390.5107341128489,815.8884980572022,341.6968923487421,13.946811932601719,0.16292916666666657,0.3258583333333337,1.4011908333333325,3.160825833333337,2.997896666666665,0.2932724999999998,0.09775750000000002,0.1629291666666667,0.2932724999999998,0.13034333333333348,0.054100199999999994,0.036066799999999996,0.018033399999999998,0.12623379999999998,0.2885344000000001,0.8656031999999996,1.1180707999999995,1.1721710000000003,0.9016700000000002,0.41476820000000014,0.07654186666666668,0.6506058666666668,0.07654186666666662,0.0,0.0,0.45925119999999975,4.592512000000005,3.3678421333333315,1.224669866666666,0.15308373333333347,0.07263066666666668,0.054472999999999966,0.05447300000000001,0.06355183333333334,0.22697083333333354,0.4720993333333323,0.16341900000000015,0.4176263333333337,0.6173606666666653,0.3722321666666676,4.299333333333333,25.796,2.149666666666665,0.0,0.0,32.244999999999976,51.591999999999956,88.1363333333334,242.91233333333352,148.32699999999988,2512.9618768333353,143.59782153333344,0.0,0.0,0.0,5743.912861333329,10410.842061166659,0.0,430.79346460000033,646.1901968999995,2517.2925134233355,143.845286481333,0.0,0.0,0.0,5753.811459253329,10428.783269896676,0.0,431.5358594439997,647.3037891660006,2512.865758666663,143.59232906666693,0.0,0.0,0.0,5743.693162666668,10410.443857333335,0.0,430.7769872000001,646.1654808000002,2512.9603916666656,143.5977366666666,0.0,0.0,0.0,5743.909466666673,10410.835908333329,0.0,430.7932099999998,646.1898149999997
803938,32.19832,39.516119999999994,68.78732,96.59496000000001,2833.4521600000003,2855.405559999999,1374.282840000001,285.39419999999984,26.344079999999988,1.463560000000001,89.35333333333332,607.6026666666667,1107.9813333333332,411.02533333333326,1822.8079999999984,11392.550000000017,21918.37266666663,8363.472000000012,741.6326666666654,26.80600000000004,0.05924353333333332,0.0,1.4810883333333331,28.703491900000046,102.49131266666664,15.136722766666663,0.32583943333333354,0.32583943333333326,5.420783300000004,0.14810883333333316,0.5218179000000001,1.4555973000000002,7.360378799999998,21.531854400000004,29.414051100000005,52.07193359999998,30.37529460000002,0.0,0.0,0.05492819999999998,1.3564260000000004,8.952411599999996,18.583036200000006,61.80781140000001,127.59447239999994,16.819682399999994,0.0,0.0,0.0,0.09042839999999996,0.403092,1.9953054000000001,3.3456636000000013,8.424622799999998,23.459954399999994,25.09247699999999,25.35448680000003,13.322190599999997,3.063499199999999,0.3829373999999999,24.300266666666666,159.68746666666664,472.1194666666669,93.72959999999995,357.5610666666668,2471.6842666666676,6356.255466666663,5474.502933333341,2311.9967999999985,336.7322666666665,307.3568479999999,0.0,0.0,0.0,0.0,37651.21388000002,1229.4273920000005,352691.98307999986,376973.17407199985,30582.006376,307.81615171733347,0.0,0.0,0.0,0.0,37707.47858537332,1231.264606869333,352757.3098680641,377998.2343088855,30627.707095874634,307.33488246666684,0.0,0.0,0.0,0.0,37648.52310216669,1229.3395298666655,352666.7776305002,376946.2333453669,30579.820805433326,307.34217720000015,0.0,0.0,0.0,0.0,37649.41670699999,1229.3687087999997,352675.14833700017,376955.18033580016,30580.54663139997
1328226,13.862079999999999,50.250040000000006,129.95700000000002,1285.7079199999998,6005.74616,3342.4940400000014,263.37951999999984,8.663799999999998,0.0,5.198279999999992,94.58350000000002,1135.0020000000002,498.7129999999997,644.8875,3138.4525000000003,15632.07299999999,26268.417500000003,7282.929500000001,386.93250000000006,25.795500000000004,0.19584750000000012,0.07833899999999994,0.07833900000000005,5.640407999999995,104.30837850000006,128.2801125000001,4.661170499999996,3.446916000000002,3.8386110000000024,0.5092034999999996,0.5007146,2.2927458,12.649632,19.2643354,45.8812694,77.16275519999999,10.8576008,0.0527068,0.0,0.131767,1.0836979999999998,8.940508500000002,20.048413000000004,141.69351349999994,166.99786180000012,8.127734999999998,0.0,0.10836979999999996,0.0,0.2709244999999999,0.5363091999999999,2.4325453,2.7773155000000003,10.036643600000001,18.7899759,36.3349483,27.217691900000002,17.774819200000003,6.0334785,0.8236177,38.8292,333.28396666666686,265.3328666666668,139.13796666666667,634.2102666666667,3404.0265333333373,6888.947233333333,5707.892400000006,2828.0600666666637,498.30806666666615,1573.8665980666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3934.666495166666,5037946.980411397,1574.909390988667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3937.2734774716673,5041284.960554724,1573.8494388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3934.623597,5037892.0535988,1573.8570440000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3934.642610000001,5037916.397843998
1721442,100.77824000000001,3180.8132000000005,36966.71816000001,22586.923039999998,582.6241999999999,75.58368000000007,100.77823999999998,40.941159999999996,6.298639999999999,3.1493199999999995,1757.886,5165.4804,34310.328799999974,3110.106,4047.6452000000004,28017.998400000004,71451.30479999995,31641.94800000003,2578.2327999999984,108.1776000000001,0.7706437999999998,1.2573661999999997,0.0,2.1902507999999994,149.66713799999997,453.21967480000023,13.831028200000006,35.28737399999999,151.28954599999997,12.20862019999999,0.5928929999999999,9.006326999999999,20.581857000000007,114.00485399999998,277.67155499999996,114.00485400000004,33.03260999999998,0.6775920000000002,0.2823299999999998,0.4517280000000006,27.564339199999996,210.87796220000004,167.27031619999994,549.4563396000001,130.17689880000003,0.0,0.0,0.10767320000000002,1.4535881999999989,1.1305686000000001,4.875047280000001,28.878458039999998,59.801957099999996,27.205242660000007,48.33733320000001,91.3864795199999,98.51313762000022,46.788059699999984,10.349146979999995,1.3427036999999995,612.5442200000002,2138.26786,10920.573639999999,4671.119420000002,1311.5210600000005,8951.413079999995,21938.853720000006,18398.87423999999,6305.823320000009,698.9768399999996,19831.104288749997,0.0,0.0,0.0,0.0,0.0,0.0,793.2441715499999,19037.860117199998,15991802.498447994,19844.345097399993,0.0,0.0,0.0,0.0,0.0,0.0,793.7738038959997,19050.571293503992,16002479.886543367,19830.88784312499,0.0,0.0,0.0,0.0,0.0,0.0,793.2355137249997,19037.652329399993,15991627.95669601,19830.988336874998,0.0,0.0,0.0,0.0,0.0,0.0,793.2395334749999,19037.748803399998,15991708.994856004
1590370,232.31448000000003,442.04283000000004,53551.71423000001,18046.31787,803.4209099999997,67.75839000000003,96.79769999999994,48.398850000000024,6.453180000000003,3.226589999999998,2761.3675,16879.344999999998,25970.466875,35664.422499999986,1108.4362499999995,10150.94250000001,56559.418124999975,60876.48562499997,10646.821874999996,262.5243750000003,0.6893177142857141,1.4648001428571424,0.043082357142857186,4.997553428571427,281.84478042857137,322.3852785000003,6.850094785714283,184.95255921428566,136.6572368571428,38.817203785714305,1.5014229999999995,4.504269000000001,28.82732159999999,83.34262580000002,168.62345220000003,180.58023899999986,108.26624760000003,43.62316280000001,0.027298599999999992,0.6824650000000001,64.04728580000001,237.71288133333326,205.09777273333327,241.37433566666672,382.4248226000001,146.12019293333321,0.0,1.408251666666667,0.05633006666666668,1.4082516666666685,13.932388800000004,55.89374159999999,89.08284959999999,46.74621360000002,47.44986960000002,95.53302959999992,98.20692240000004,59.458932000000026,22.44662640000001,4.0812047999999965,1322.7834374999998,6727.298624999999,14294.459749999998,12375.373937500004,726.4810624999997,4245.504937500002,22600.699874999988,23965.476437499987,8117.271062499995,1020.4329375000012,19914.54297124999,0.0,0.0,0.0,0.0,2389.74515655,0.0,10355.562345050006,11152.144063900007,18052134.912578683,19927.635012625,0.0,0.0,0.0,0.0,2391.316201515,0.0,10362.370206565,11159.47560707,18064002.586244304,19914.236678333327,0.0,0.0,0.0,0.0,2389.708401400002,0.0,10355.40307273333,11151.972539866663,18051857.264175616,19914.355437916674,0.0,0.0,0.0,0.0,2389.722652550001,0.0,10355.46482771667,11152.039045233338,18051964.917362694
1197154,9.83145,3.9325800000000006,169.10094000000004,1808.9868,1529.77362,121.90998000000005,17.696609999999993,1.9662900000000008,0.0,1.966289999999999,83.72000000000001,6.439999999999998,12.879999999999995,193.19999999999993,856.5199999999998,3187.800000000006,5010.319999999998,2369.919999999999,264.0399999999999,19.319999999999993,0.059921400000000014,0.0,0.0,0.0599213999999999,6.531432600000014,39.817770299999935,8.149310400000001,0.6890961000000002,0.14980350000000003,0.3894890999999999,0.07227510000000002,0.5541090999999998,3.300562900000001,8.865745599999997,13.804544099999996,17.851949700000016,0.3613754999999999,0.0,0.0,0.024091700000000008,0.7096383999999998,1.5079816000000004,20.978685199999994,55.83967159999998,3.5481919999999967,0.0,0.0,0.0,0.04435240000000007,0.04435239999999996,0.18336009999999991,0.13335280000000005,1.1334988000000004,4.750693499999998,6.884338299999997,9.11799770000001,4.867377199999998,3.2171362999999986,0.7667785999999996,0.01666910000000002,28.316,8.494799999999994,11.326400000000007,104.76919999999993,399.25559999999973,1412.9684000000009,1735.770800000001,1109.9871999999978,396.4240000000002,70.79000000000005,780.3444281499997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,780.3444281499997,1453001.3252153005,780.867152373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,780.867152373,1453974.6377185264,780.3358478999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,780.3358478999999,1452985.3487897988,780.3388793000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,780.3388793000004,1452990.9932565985
